AccountId,ClientId,PaymentAmt,EnrollmentAmt,TaxAmt,ClearAmt,CarsAmt,FoodAmt,FLAmt,CutoffDt
16933,6933,1687955.04,"",1687955.04,"",1680261.74,"","",2020-11-01
17095,7095,1692244.32,"",1692244.32,"",1684534.82,"","",2020-11-03
17110,7110,1692641.47,"",1692641.47,"",1690930.47,"",1692641.47,2020-11-02
17127,7127,1943088.80,"",1943088.80,"",1943088.80,"","",2020-11-03
17187,7187,1945152.80,"",1945152.80,"",1939434.10,"","",2020-11-03
17481,7481,1955266.40,"","","",1955266.40,"","",2020-11-01
17943,7943,1971159.20,"","","",1965364.90,"","",2020-11-03
18045,8045,1974668.00,"",1974668.00,"",1974668.00,"","",2020-11-01
18489,8489,1989941.60,"","","",1989941.60,"","",2020-11-01
18590,8590,1328144.07,"","","",1328144.07,"",1328144.07,2020-11-02
18793,8793,1737202.26,"",1737202.26,"",1735322.96,"","",2020-11-01
18794,8794,1333320.16,"",1333320.16,"",1323440.76,"",1333320.16,2020-11-02
18896,8896,1335908.21,"",1335908.21,"",1335908.21,"",1335908.21,2020-11-04
18910,8910,1740300.07,"",1740300.07,"",1738409.07,"",1740300.07,2020-11-02
19072,9072,1744589.34,"",1744589.34,"",1742682.14,"",1744589.34,2020-11-04
19476,9476,2023894.40,"",2023894.40,"",2023894.40,"",2023894.40,2020-11-04
19478,9478,1350675.29,"",1350675.29,"",1340727.49,"",1350675.29,2020-11-02
19894,9894,1766353.44,"",1766353.44,"",1758364.04,"",1766353.44,2020-11-02
2068,2068,1294374.44,"",1294374.44,"",1294374.44,"","",2020-11-04
2074,2074,1294533.30,"","","",1288325.90,"","",2020-11-02
2174,2174,"",1561977.48,"",1561977.48,"",418600.03,"",2020-11-03
226,226,"",1705728.80,"",1705728.80,"",966402.44,"",2020-11-03
2278,2278,1299934.61,"","","",1299706.81,"","",2020-11-02
232,232,1245762.66,"",1245762.66,"",1245762.66,"","",2020-11-04
2376,2376,1435654.40,"","","",1435654.40,"","",2020-11-04
250,250,1246239.25,"",1246239.25,"",1246239.25,"","",2020-11-02
2510,2510,920146.23,"","","",917895.23,"","",2020-11-02
26,26,"",1505104.88,"","","",401366.62,"",2020-11-03
2675,2675,"",1575242.45,"","","",422619.55,"",2020-11-04
2717,2717,"",1576354.49,"",1576354.49,"",422956.51,"",2020-11-02
2749,2749,1312405.27,"","","",1306130.37,"",1312405.27,2020-11-01
2884,2884,1315979.67,"","","",1309691.27,"","",2020-11-04
2996,2996,"",1583741.57,"",1583741.57,"",425194.93,"",2020-11-01
3061,3061,1320666.10,"","","",1320360.00,"",1320666.10,2020-11-01
3181,3181,"",1807380.80,"","","",1013818.37,"",2020-11-02
3400,3400,1329641.80,"",1329641.80,"",1329641.80,"","",2020-11-04
3445,3445,1330833.27,"",1330833.27,"",1330833.27,"",1330833.27,2020-11-01
3468,3468,1473219.20,"","","",1473219.20,"","",2020-11-04
3506,3506,"",1597244.84,"","","",429286.66,"",2020-11-03
3688,3688,"",1824821.60,"","","",1021953.69,"",2020-11-01
3736,3736,"",1826472.80,"","","",1022723.90,"",2020-11-01
3921,3921,"",1209702.91,"","","",704772.41,"",2020-11-02
3927,3927,"",1209855.14,"",1209855.14,"",704868.69,"",2020-11-04
3986,3986,"",1609953.80,"","","",433137.70,"",2020-11-03
4066,4066,"",1837824.80,"","","",1028019.08,"",2020-11-03
4110,4110,1495304.00,"",1495304.00,"",1490893.00,"","",2020-11-02
4225,4225,1351485.33,"",1351485.33,"",1345062.83,"",1351485.33,2020-11-01
4410,4410,"",1222110.30,"","","",712618.91,"",2020-11-03
4524,4524,"",1225002.83,"","","",714448.15,"",2020-11-01
4647,4647,1513776.80,"",1513776.80,"",1513776.80,"",1513776.80,2020-11-03
4658,4658,974647.43,"",974647.43,"",974647.43,"","",2020-11-02
467,467,"",1516781.24,"",1516781.24,"",404904.76,"",2020-11-04
4721,4721,976245.93,"",976245.93,"",976245.93,"",976245.93,2020-11-01
4960,4960,"",1868578.40,"","","",1042364.21,"",2020-11-01
4962,4962,1524612.80,"",1524612.80,"",1524612.80,"","",2020-11-02
4974,4974,1525025.60,"",1525025.60,"",1520528.20,"","",2020-11-02
5003,5003,983401.12,"","","",980900.82,"",983401.12,2020-11-03
5005,5005,"",1870126.40,"","","",1043086.28,"",2020-11-02
5133,5133,"",1358564.00,"","","",804466.21,"",2020-11-03
5179,5179,1376744.38,"","","",1370226.48,"",1376744.38,2020-11-03
5240,5240,"",1643155.96,"",1643155.96,"",443198.54,"",2020-11-01
5344,5344,"",1248781.04,"",1248781.04,"",323695.96,"",2020-11-02
5391,5391,"",1367439.20,"","","",808606.08,"",2020-11-01
5499,5499,1543085.60,"","","",1543085.60,"",1543085.60,2020-11-03
5518,5518,1385720.09,"",1385720.09,"",1385168.29,"","",2020-11-02
5532,5532,1544220.80,"",1544220.80,"",1539667.60,"","",2020-11-04
5545,5545,"",1254102.92,"","","",325308.58,"",2020-11-03
5600,5600,998548.80,"",998548.80,"",989988.80,"","",2020-11-04
5649,5649,"",1376314.40,"",1376314.40,"",812745.95,"",2020-11-03
5707,5707,"",1894275.20,"","","",1054350.57,"",2020-11-04
5725,5725,1391200.83,"",1391200.83,"",1390628.33,"",1391200.83,2020-11-01
577,577,"",1717803.20,"","","",972034.59,"",2020-11-02
5795,5795,"",876682.28,"","","",494168.66,"",2020-11-01
5804,5804,1003724.89,"","","",1001144.49,"","",2020-11-04
5852,5852,1004942.80,"",1004942.80,"",996357.60,"","",2020-11-04
5957,5957,"",1662139.97,"","","",448951.03,"",2020-11-02
6101,6101,1011260.67,"",1011260.67,"",1008650.57,"",1011260.67,2020-11-01
6117,6117,1564344.80,"",1564344.80,"",1559733.10,"",1564344.80,2020-11-01
618,618,"",1125895.89,"","","",651772.47,"",2020-11-03
6208,6208,"",1271657.17,"",1271657.17,"",330627.83,"",2020-11-02
6236,6236,"",887871.77,"",887871.77,"",501244.95,"",2020-11-02
6310,6310,"",1274357.82,"",1274357.82,"",331446.18,"",2020-11-04
6441,6441,1575490.40,"","","",1570846.30,"",1575490.40,2020-11-01
6455,6455,"",893428.46,"",893428.46,"",504759.02,"",2020-11-01
6538,6538,"",1280394.58,"",1280394.58,"",333275.42,"",2020-11-04
6540,6540,"",1276154.79,"","","",746796.89,"",2020-11-01
658,658,1257041.87,"","","",1256976.07,"","",2020-11-02
6609,6609,"",1277905.53,"","","",747904.06,"",2020-11-02
6633,6633,1582095.20,"",1582095.20,"",1582095.20,"",1582095.20,2020-11-01
6689,6689,"",1681521.13,"",1681521.13,"",454823.87,"",2020-11-02
6708,6708,"",1280417.46,"",1280417.46,"",749492.61,"",2020-11-01
688,688,"",1721621.60,"","","",973815.69,"",2020-11-01
7189,7189,"",1297631.11,"",1297631.11,"",338498.39,"",2020-11-03
7255,7255,"",1947526.40,"","","",1079189.78,"",2020-11-04
7317,7317,"",1433693.60,"","","",839510.67,"",2020-11-03
7384,7384,1435126.17,"",1435126.17,"",1428387.77,"","",2020-11-04
7424,7424,"",918014.90,"",918014.90,"",520307.60,"",2020-11-02
7499,7499,"",919917.87,"",919917.87,"",521511.05,"",2020-11-01
7512,7512,"",1300817.35,"","","",762393.60,"",2020-11-01
7517,7517,"",920374.59,"","","",521799.87,"",2020-11-03
7561,7561,1439812.60,"",1439812.60,"",1439056.50,"",1439812.60,2020-11-01
7592,7592,"",1705429.86,"","","",462068.64,"",2020-11-01
7700,7700,"",925017.85,"","","",524736.29,"",2020-11-02
7713,7713,"",1305917.32,"","","",765618.84,"",2020-11-02
772,772,"",1724511.20,"","","",975163.56,"",2020-11-01
7784,7784,"",927149.18,"",927149.18,"",526084.16,"",2020-11-02
7812,7812,1622652.80,"","","",1622652.80,"","",2020-11-04
7858,7858,"",1968269.60,"","","",1088865.51,"",2020-11-03
7886,7886,"",1713214.10,"","","",464427.40,"",2020-11-03
7979,7979,"",932096.91,"","","",529213.13,"",2020-11-01
7987,7987,"",1972707.20,"","","",1090935.45,"",2020-11-04
8018,8018,1059900.71,"",1059900.71,"",1057098.91,"","",2020-11-02
8041,8041,"",1974564.80,"","","",1091801.93,"",2020-11-02
8184,8184,"",1317868.01,"",1317868.01,"",773176.51,"",2020-11-01
8532,8532,"",1326697.81,"","","",778760.52,"",2020-11-01
8589,8589,"",1328144.07,"","","",779675.14,"",2020-11-02
8601,8601,"",1477863.20,"","","",860113.74,"",2020-11-03
8613,8613,"",1328753.02,"",1328753.02,"",780060.24,"",2020-11-02
8884,8884,"",1342509.62,"","","",352097.38,"",2020-11-02
8912,8912,"",1740379.50,"",1740379.50,"",472659.00,"",2020-11-01
9122,9122,"",1745939.67,"","","",474343.83,"",2020-11-03
9136,9136,"",2012232.80,"",2012232.80,"",1109372.30,"",2020-11-01
9151,9151,1481911.03,"","","",1481911.03,"",1481911.03,2020-11-03
9159,9159,1668989.60,"",1668989.60,"",1664073.70,"",1668989.60,2020-11-03
9196,9196,1483102.49,"",1483102.49,"",1483102.49,"","",2020-11-04
9437,9437,"",969090.75,"","","",552608.19,"",2020-11-03
9567,9567,"",1352958.86,"","","",795368.13,"",2020-11-04
961,961,"",1731012.80,"",1731012.80,"",978196.25,"",2020-11-02
9621,9621,"",1512951.20,"",1512951.20,"",876480.66,"",2020-11-03
963,963,"",1134649.57,"",1134649.57,"",657308.34,"",2020-11-04
9637,9637,"",2029467.20,"","","",1117411.35,"",2020-11-02
9692,9692,1102375.12,"",1102375.12,"",1099405.92,"","",2020-11-04
9805,9805,1499226.99,"",1499226.99,"",1492246.49,"",1499226.99,2020-11-01
9850,9850,"",1368086.40,"","","",359847.60,"",2020-11-04
9968,9968,1109378.06,"",1109378.06,"",1109378.06,"","",2020-11-04
9981,9981,1697266.40,"",1697266.40,"",1697266.40,"",1697266.40,2020-11-01
10064,64,"",984999.62,"","","",562669.04,"",2020-11-02
10181,181,"",987968.26,"","","",564546.42,"",2020-11-03
10191,191,1704490.40,"","","",1704490.40,"","",2020-11-03
10192,192,"",1377141.54,"","","",362591.46,"",2020-11-02
10359,359,"",1538338.40,"","","",888322.61,"",2020-11-01
10359,359,1710269.60,"",1710269.60,"",1710269.60,"","",2020-11-03
10537,537,1518608.15,"","","",1518608.15,"","",2020-11-01
10558,558,1519164.17,"",1519164.17,"",1518108.37,"",1519164.17,2020-11-02
10809,809,"",1553818.40,"","","",895543.31,"",2020-11-03
10857,857,1727400.80,"","","",1727400.80,"","",2020-11-01
10863,863,1727607.20,"","","",1727607.20,"","",2020-11-03
10972,972,1530125.64,"","","",1529028.44,"",1530125.64,2020-11-04
11053,1053,1532270.28,"",1532270.28,"",1531164.98,"","",2020-11-01
11138,1138,1139064.47,"","","",1139064.47,"",1139064.47,2020-11-02
11163,1163,"",1565996.00,"",1565996.00,"",901223.59,"",2020-11-01
11229,1229,"",1568266.40,"","","",902282.63,"",2020-11-03
11438,1438,1146676.37,"","","",1143532.57,"",1146676.37,2020-11-02
11517,1517,1750104.80,"",1750104.80,"",1744953.10,"","",2020-11-01
11584,1584,"",1413997.52,"","","",373759.48,"",2020-11-02
11664,1664,1755161.60,"",1755161.60,"",1755161.60,"",1755161.60,2020-11-04
11773,1773,1551333.72,"","","",1550156.42,"","",2020-11-01
1180,1180,1270862.86,"","","",1270744.86,"","",2020-11-04
11924,1924,1159007.65,"",1159007.65,"",1155815.25,"",1159007.65,2020-11-04
12414,2414,"",1609030.40,"","","",921297.14,"",2020-11-04
12426,2426,1781374.40,"",1781374.40,"",1776131.80,"",1781374.40,2020-11-02
12493,2493,"",1438065.12,"","","",381052.39,"",2020-11-03
12706,2706,1576036.76,"",1576036.76,"",1576036.76,"",1576036.76,2020-11-02
1280,1280,888937.44,"",888937.44,"",880809.44,"","",2020-11-04
12919,2919,"",1449344.32,"","","",384470.18,"",2020-11-01
12920,2920,"",1057464.91,"","","",608496.41,"",2020-11-02
12976,2976,1583185.55,"",1583185.55,"",1583185.55,"",1583185.55,2020-11-04
13124,3124,1189455.25,"","","",1180142.85,"",1189455.25,2020-11-04
13317,3317,"",1640093.60,"",1640093.60,"",935786.67,"",2020-11-03
13383,3383,1814295.20,"","","",1814295.20,"","",2020-11-03
13481,3481,"",1071699.16,"","","",617498.22,"",2020-11-03
13489,3489,"",1464436.21,"","","",389043.29,"",2020-11-03
1355,1355,890840.42,"",890840.42,"",890840.42,"",890840.42,2020-11-03
13702,3702,1602407.85,"",1602407.85,"",1595037.65,"",1602407.85,2020-11-02
13872,3872,"",1659185.60,"","","",944692.20,"",2020-11-02
13973,3973,1210996.93,"",1210996.93,"",1210996.93,"","",2020-11-01
14001,4001,"",1663623.20,"","","",946762.14,"",2020-11-03
14159,4159,"",1088902.05,"","","",628377.41,"",2020-11-01
14162,4162,1215792.43,"","","",1215792.43,"",1215792.43,2020-11-02
14192,4192,"",1089739.36,"","","",628906.92,"",2020-11-02
14389,4389,"",1488265.51,"","","",396263.99,"",2020-11-03
14429,4429,1222567.02,"","","",1213124.12,"","",2020-11-01
14589,4589,"",1683850.40,"",1683850.40,"",956197.19,"",2020-11-03
14861,4861,1233528.15,"",1233528.15,"",1224042.05,"","",2020-11-01
15107,5107,1239769.91,"",1239769.91,"",1239769.91,"","",2020-11-03
15161,5161,1241140.05,"",1241140.05,"",1241140.05,"","",2020-11-01
15263,5263,1243728.10,"",1243728.10,"",1240201.80,"","",2020-11-03
15699,5699,1893965.60,"","","",1893965.60,"","",2020-11-03
15787,5787,1657612.40,"",1657612.40,"",1656033.70,"","",2020-11-03
15855,5855,1899332.00,"",1899332.00,"",1893746.50,"","",2020-11-03
15952,5952,1661981.10,"",1661981.10,"",1654385.90,"",1661981.10,2020-11-04
15990,5990,1903976.00,"",1903976.00,"",1898377.00,"",1903976.00,2020-11-02
16047,6047,1905936.80,"","","",1905936.80,"","",2020-11-03
16139,6139,1265954.85,"",1265954.85,"",1256340.95,"","",2020-11-03
16217,6217,1267933.94,"",1267933.94,"",1264312.24,"","",2020-11-01
1666,1666,"",1755264.80,"","","",989508.68,"",2020-11-03
16746,6746,1929982.40,"","","",1924307.80,"",1929982.40,2020-11-02
17033,7033,1288638.31,"",1288638.31,"",1288638.31,"","",2020-11-01
17140,7140,1693435.78,"",1693435.78,"",1685721.78,"",1693435.78,2020-11-04
17415,7415,1952996.00,"","","",1952996.00,"","",2020-11-03
17589,7589,1958981.60,"",1958981.60,"",1958981.60,"","",2020-11-01
1764,1764,1414601.60,"",1414601.60,"",1414601.60,"","",2020-11-04
17673,7673,1961871.20,"",1961871.20,"",1956103.90,"","",2020-11-01
17727,7727,1963728.80,"",1963728.80,"",1957956.10,"","",2020-11-03
17900,7900,1310636.70,"","","",1306846.70,"",1310636.70,2020-11-04
18217,8217,1721951.51,"",1721951.51,"",1720129.81,"","",2020-11-01
18495,8495,1990148.00,"","","",1990148.00,"","",2020-11-03
1857,1857,1417800.80,"",1417800.80,"",1417800.80,"",1417800.80,2020-11-01
18812,8812,1333776.88,"",1333776.88,"",1323895.68,"",1333776.88,2020-11-04
18871,8871,1739267.47,"",1739267.47,"",1739267.47,"","",2020-11-03
1890,1890,1418936.00,"",1418936.00,"",1418936.00,"","",2020-11-02
18908,8908,1336212.68,"","","",1332321.88,"",1336212.68,2020-11-04
19352,9352,1347478.30,"",1347478.30,"",1337543.10,"",1347478.30,2020-11-04
1940,1940,"",1555781.86,"",1555781.86,"",416722.64,"",2020-11-01
19452,9452,2023068.80,"","","",2023068.80,"",2023068.80,2020-11-04
19665,9665,2030396.00,"",2030396.00,"",2030396.00,"","",2020-11-01
19787,9787,1358515.55,"","","",1358515.55,"","",2020-11-03
20,20,"",1504946.02,"","","",401318.48,"",2020-11-01
2132,2132,910555.24,"",910555.24,"",908342.04,"","",2020-11-04
2146,2146,1296439.64,"",1296439.64,"",1290225.04,"","",2020-11-02
2494,2494,"",1783748.00,"","","",1002794.77,"",2020-11-03
2572,2572,1307718.84,"",1307718.84,"",1307718.84,"","",2020-11-04
2611,2611,"",1787772.80,"",1787772.80,"",1004672.15,"",2020-11-04
2631,2631,1444426.40,"",1444426.40,"",1444426.40,"",1444426.40,2020-11-03
2797,2797,1313676.17,"","","",1313676.17,"",1313676.17,2020-11-01
2840,2840,928519.32,"","","",928519.32,"","",2020-11-04
3108,3108,1460835.20,"","","",1460835.20,"","",2020-11-04
3256,3256,1325829.11,"",1325829.11,"",1325829.11,"","",2020-11-04
3278,3278,939632.69,"",939632.69,"",931304.89,"","",2020-11-02
3345,3345,"",1195088.06,"",1195088.06,"",695529.92,"",2020-11-02
3419,3419,"",1594941.34,"","","",428588.66,"",2020-11-04
3641,3641,"",1600819.23,"","","",430369.77,"",2020-11-02
37,37,1240599.65,"",1240599.65,"",1240595.95,"",1240599.65,2020-11-01
3700,3700,1337584.90,"","","",1337214.90,"","",2020-11-04
3741,3741,"",1205135.77,"","","",701884.13,"",2020-11-02
3951,3951,1489834.40,"","","",1489834.40,"",1489834.40,2020-11-03
4081,4081,1347672.64,"","","",1341264.54,"",1347672.64,2020-11-01
4136,4136,"",1613925.35,"",1613925.35,"",434341.15,"",2020-11-01
4148,4148,961707.20,"",961707.20,"",959292.40,"","",2020-11-04
4316,4316,"",1618691.21,"","","",435785.29,"",2020-11-01
435,435,"",1121252.63,"",1121252.63,"",648836.06,"",2020-11-04
4442,4442,969166.87,"",969166.87,"",969166.87,"","",2020-11-02
4535,4535,"",1624489.67,"","","",437542.33,"",2020-11-04
4659,4659,"",1228428.18,"","","",716614.36,"",2020-11-04
4994,4994,983172.76,"","","",980673.36,"","",2020-11-02
5064,5064,1528121.60,"",1528121.60,"",1523615.20,"","",2020-11-04
510,510,"",1123155.60,"",1123155.60,"",650039.51,"",2020-11-03
5145,5145,"",1240759.46,"","","",724412.72,"",2020-11-02
5172,5172,"",1241444.53,"","","",724845.96,"",2020-11-01
5203,5203,1377379.83,"","","",1376859.53,"",1377379.83,2020-11-03
5392,5392,"",1883439.20,"","","",1049296.08,"",2020-11-01
54,54,"",1111585.52,"","","",642722.53,"",2020-11-03
5427,5427,"",1247914.64,"",1247914.64,"",728937.69,"",2020-11-04
5473,5473,"",1252196.58,"","","",324730.93,"",2020-11-03
5506,5506,"",1253070.32,"","","",324995.68,"",2020-11-04
5556,5556,"",1373115.20,"",1373115.20,"",811253.67,"",2020-11-02
5628,5628,"",1253014.62,"","","",732162.93,"",2020-11-01
5641,5641,1388976.76,"",1388976.76,"",1388976.76,"",1388976.76,2020-11-01
5665,5665,"",1892830.40,"","","",1053676.64,"",2020-11-02
5678,5678,"",1654752.88,"","","",446712.62,"",2020-11-03
5939,5939,1007150.25,"","","",1004556.35,"",1007150.25,2020-11-03
5991,5991,1560010.40,"","","",1555411.30,"",1560010.40,2020-11-03
6236,6236,1014686.03,"","","",1012062.43,"","",2020-11-04
6247,6247,"",1912851.20,"","","",1063015.41,"",2020-11-04
6302,6302,"",889546.39,"","","",502303.98,"",2020-11-04
648,648,"",1126657.08,"","","",652253.85,"",2020-11-01
6733,6733,"",1285557.60,"","","",334839.91,"",2020-11-03
6778,6778,"",1286749.06,"","","",335200.94,"",2020-11-04
6805,6805,"",1287463.94,"",1287463.94,"",335417.56,"",2020-11-03
6809,6809,1029224.76,"",1029224.76,"",1029224.76,"",1029224.76,2020-11-01
6823,6823,"",1932665.60,"",1932665.60,"",1072257.90,"",2020-11-04
6967,6967,"",1291753.21,"","","",336717.29,"",2020-11-01
7022,7022,1034629.21,"",1034629.21,"",1025927.01,"","",2020-11-02
7093,7093,1427421.36,"",1427421.36,"",1426712.06,"",1427421.36,2020-11-01
7154,7154,"",911164.19,"",911164.19,"",515975.18,"",2020-11-04
7206,7206,"",1293053.21,"",1293053.21,"",757483.52,"",2020-11-03
7281,7281,"",1432455.20,"",1432455.20,"",838933.02,"",2020-11-03
7471,7471,"",1954956.80,"",1954956.80,"",1082655.71,"",2020-11-04
7593,7593,"",1302872.56,"","","",763693.32,"",2020-11-02
7640,7640,"",1706700.76,"",1706700.76,"",462453.74,"",2020-11-01
7807,7807,1446325.94,"","","",1439545.24,"",1446325.94,2020-11-03
7863,7863,"",1452476.00,"",1452476.00,"",848271.79,"",2020-11-01
7881,7881,1625026.40,"","","",1620238.30,"",1625026.40,2020-11-01
7904,7904,1057008.19,"","","",1048217.79,"","",2020-11-04
8001,8001,"",1457223.20,"","","",850486.14,"",2020-11-03
8011,8011,"",1319395.20,"",1319395.20,"",345093.30,"",2020-11-01
8014,8014,"",1319474.63,"",1319474.63,"",345117.37,"",2020-11-04
8027,8027,"",933314.82,"",933314.82,"",529983.33,"",2020-11-01
8143,8143,"",1322890.17,"","","",346152.34,"",2020-11-01
8176,8176,1456095.95,"",1456095.95,"",1449278.35,"","",2020-11-04
8187,8187,"",1463621.60,"",1463621.60,"",853470.69,"",2020-11-01
8239,8239,1457764.00,"",1457764.00,"",1450940.10,"",1457764.00,2020-11-03
8355,8355,"",1322206.79,"","","",775920.38,"",2020-11-04
8371,8371,1461258.97,"",1461258.97,"",1460421.87,"",1461258.97,2020-11-03
8414,8414,1069948.42,"","","",1067107.02,"","",2020-11-02
8436,8436,1644118.40,"",1644118.40,"",1644118.40,"","",2020-11-04
8452,8452,"",1331071.56,"","","",348631.44,"",2020-11-02
8498,8498,1072079.75,"",1072079.75,"",1063229.95,"","",2020-11-02
8540,8540,"",1730530.06,"","","",469674.44,"",2020-11-01
8600,8600,1074667.80,"",1074667.80,"",1074667.80,"","",2020-11-04
8613,8613,1650207.20,"","","",1650207.20,"",1650207.20,2020-11-01
8644,8644,1468487.19,"",1468487.19,"",1461622.79,"","",2020-11-04
8707,8707,"",1997475.20,"","","",1102488.57,"",2020-11-04
8721,8721,1653922.40,"",1653922.40,"",1653922.40,"",1653922.40,2020-11-01
8729,8729,"",1735534.21,"","","",471190.79,"",2020-11-02
8749,8749,"",1338935.23,"","","",351014.27,"",2020-11-03
8795,8795,1079615.54,"",1079615.54,"",1070736.04,"",1079615.54,2020-11-03
8884,8884,"",2003564.00,"","","",1105328.71,"",2020-11-01
8931,8931,"",1336821.64,"","","",785162.87,"",2020-11-04
8952,8952,"",1489937.60,"",1489937.60,"",865745.88,"",2020-11-02
9127,9127,"",2011923.20,"","","",1109227.89,"",2020-11-04
9218,9218,1090348.31,"","","",1081426.51,"","",2020-11-02
9349,9349,1487153.47,"",1487153.47,"",1487153.47,"",1487153.47,2020-11-01
9398,9398,1094915.45,"","","",1085975.65,"","",2020-11-02
9541,9541,"",1359905.01,"","","",357368.49,"",2020-11-03
9590,9590,1099787.07,"","","",1099787.07,"","",2020-11-02
9811,9811,"",2035452.80,"","","",1120203.35,"",2020-11-04
9828,9828,"",1359581.22,"","","",799556.13,"",2020-11-01
9863,9863,"",1765559.13,"","","",480288.87,"",2020-11-04
10057,57,1505899.19,"","","",1498893.49,"","",2020-11-01
10164,164,"",1531630.40,"","","",885193.64,"",2020-11-02
10265,265,1116913.85,"",1116913.85,"",1116913.85,"","",2020-11-01
10403,403,1120415.32,"","","",1117375.02,"","",2020-11-03
10541,541,1123916.79,"","","",1114862.69,"","",2020-11-01
1059,1059,1390349.60,"","","",1386243.70,"",1390349.60,2020-11-03
10629,629,"",1547626.40,"",1547626.40,"",892655.03,"",2020-11-03
10696,696,"",1390485.95,"",1390485.95,"",366635.05,"",2020-11-02
10775,775,1129854.08,"",1129854.08,"",1120776.58,"","",2020-11-03
11158,1158,"",1402718.32,"",1402718.32,"",370341.68,"",2020-11-04
11212,1212,1536480.12,"",1536480.12,"",1536480.12,"",1536480.12,2020-11-04
11463,1463,"",1576316.00,"",1576316.00,"",906037.39,"",2020-11-01
11487,1487,"",1577141.60,"","","",906422.49,"",2020-11-01
11580,1580,"",1580340.80,"","","",907914.77,"",2020-11-02
11609,1609,"",1024200.90,"","","",587460.11,"",2020-11-03
11662,1662,"",1416062.73,"","","",374385.27,"",2020-11-04
11732,1732,"",1027321.78,"","","",589433.76,"",2020-11-02
11882,1882,1157941.99,"","","",1148753.79,"",1157941.99,2020-11-02
11891,1891,1158170.34,"",1158170.34,"",1148981.24,"","",2020-11-03
11899,1899,"",1422337.78,"",1422337.78,"",376286.72,"",2020-11-01
11907,1907,1763520.80,"",1763520.80,"",1763520.80,"","",2020-11-03
11943,1943,1764759.20,"",1764759.20,"",1764759.20,"","",2020-11-03
11948,1948,"",1032802.35,"",1032802.35,"",592899.70,"",2020-11-02
12266,2266,"",1040870.96,"",1040870.96,"",598002.33,"",2020-11-04
12386,2386,"",1043915.72,"","","",599927.85,"",2020-11-04
12455,2455,1172480.72,"","","",1169235.22,"","",2020-11-03
12539,2539,1174612.05,"",1174612.05,"",1165358.15,"","",2020-11-03
12616,2616,"",1441321.79,"","","",382039.21,"",2020-11-02
12690,2690,1790456.00,"",1790456.00,"",1790456.00,"",1790456.00,2020-11-02
12754,2754,1577307.66,"",1577307.66,"",1576032.26,"",1577307.66,2020-11-02
12903,2903,1797783.20,"",1797783.20,"",1792492.90,"","",2020-11-03
12936,2936,"",1626987.20,"","","",929673.15,"",2020-11-02
12947,2947,"",1058149.98,"","","",608929.65,"",2020-11-01
13039,3039,1584853.60,"",1584853.60,"",1584853.60,"","",2020-11-03
13153,3153,1587871.98,"",1587871.98,"",1580556.68,"","",2020-11-01
13256,3256,"",1065990.23,"","","",613887.87,"",2020-11-02
13301,3301,1193946.27,"","","",1190616.17,"","",2020-11-01
13401,3401,"",1642983.20,"","","",937134.54,"",2020-11-03
13430,3430,"",1070405.14,"","","",616679.87,"",2020-11-04
13495,3495,1596927.12,"","","",1589577.62,"","",2020-11-03
13573,3573,1598992.32,"",1598992.32,"",1597635.02,"","",2020-11-01
13876,3876,1607014.85,"",1607014.85,"",1607014.85,"",1607014.85,2020-11-04
13982,3982,"",1084411.03,"","","",625537.26,"",2020-11-04
14005,4005,1610430.39,"",1610430.39,"",1609029.89,"","",2020-11-01
14086,4086,1612575.02,"",1612575.02,"",1611166.42,"",1612575.02,2020-11-02
14136,4136,"",1668267.20,"","","",948928.35,"",2020-11-02
14284,4284,1617817.47,"",1617817.47,"",1616389.07,"",1617817.47,2020-11-04
14313,4313,"",1674356.00,"","","",951768.49,"",2020-11-03
14497,4497,"",1491125.02,"",1491125.02,"",397130.48,"",2020-11-03
1451,1451,893276.22,"","","",885131.12,"",893276.22,2020-11-03
14553,4553,1854543.20,"",1854543.20,"",1854543.20,"","",2020-11-01
14617,4617,"",1494302.26,"",1494302.26,"",398093.24,"",2020-11-03
14626,4626,"",1494540.56,"",1494540.56,"",398165.44,"",2020-11-04
14679,4679,"",1686946.40,"","","",957641.33,"",2020-11-01
14804,4804,1232081.89,"",1232081.89,"",1228601.49,"",1232081.89,2020-11-04
14909,4909,"",1107931.80,"","","",640411.91,"",2020-11-03
15343,5343,1645856.61,"","","",1645856.61,"","",2020-11-03
1535,1535,"",1545058.67,"","","",413473.33,"",2020-11-04
15362,5362,1246240.03,"",1246240.03,"",1242703.83,"",1246240.03,2020-11-02
15605,5605,1252405.67,"",1252405.67,"",1248845.17,"","",2020-11-01
1562,1562,896092.63,"",896092.63,"",896092.63,"","",2020-11-02
1605,1605,1409132.00,"",1409132.00,"",1409132.00,"",1409132.00,2020-11-01
16177,6177,1667938.43,"",1667938.43,"",1660320.73,"","",2020-11-01
16364,6364,1271663.77,"","","",1262027.37,"",1271663.77,2020-11-04
16424,6424,1273186.15,"","","",1269543.75,"",1273186.15,2020-11-04
16610,6610,1277905.53,"",1277905.53,"",1277905.53,"",1277905.53,2020-11-02
17835,7835,1967444.00,"",1967444.00,"",1961660.50,"","",2020-11-03
17932,7932,1714405.56,"","","",1706612.36,"",1714405.56,2020-11-04
1799,1799,"",1552048.60,"","","",415591.40,"",2020-11-04
18260,8260,1319770.98,"",1319770.98,"",1315944.98,"",1319770.98,2020-11-04
